timestamp,window_id,fault_type,date,duration,rps,replica_idx,label_trace,anomaly_node_ids,source_file
1692056029237000,23_22,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056034251000,23_23,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056039253000,23_24,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056044312000,23_25,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056049336000,23_26,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056054342000,23_27,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056059355000,23_28,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056064382000,23_29,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056069383000,23_30,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056074439000,23_31,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056079572000,23_32,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056084588000,23_33,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056089614000,23_34,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056094623000,23_35,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056099668000,23_36,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056104678000,23_37,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056109705000,23_38,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056114723000,23_39,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056119735000,23_40,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056124793000,23_41,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056129831000,23_42,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056134852000,23_43,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056139863000,23_44,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056144874000,23_45,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056149989000,23_46,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056155006000,23_47,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056160012000,23_48,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056165069000,23_49,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056170077000,23_50,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056175082000,23_51,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056180115000,23_52,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056185116000,23_53,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056190138000,23_54,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056195171000,23_55,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056200172000,23_56,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056205211000,23_57,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056210275000,23_58,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056215281000,23_59,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056220291000,23_60,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056225300000,23_61,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056230320000,23_62,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056235350000,23_63,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056240374000,23_64,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056245386000,23_65,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056250455000,23_66,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056255463000,23_67,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056260505000,23_68,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056265530000,23_69,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056270536000,23_70,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056275549000,23_71,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056280552000,23_72,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056285609000,23_73,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056290612000,23_74,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056295721000,23_75,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056300731000,23_76,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056305764000,23_77,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056310776000,23_78,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056315782000,23_79,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056320820000,23_80,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056325821000,23_81,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056330826000,23_82,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056335851000,23_83,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056340881000,23_84,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056345931000,23_85,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056350952000,23_86,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056355986000,23_87,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056361033000,23_88,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056366045000,23_89,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056371093000,23_90,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056376096000,23_91,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056381146000,23_92,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056386223000,23_93,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056391234000,23_94,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056396250000,23_95,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056401255000,23_96,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056406270000,23_97,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056411349000,23_98,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056416365000,23_99,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056421366000,23_100,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056426373000,23_101,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056431452000,23_102,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056436507000,23_103,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056441517000,23_104,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056446520000,23_105,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056451538000,23_106,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056456582000,23_107,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056461631000,23_108,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056466639000,23_109,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056471748000,23_110,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056476761000,23_111,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056481776000,23_112,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056486793000,23_113,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056491836000,23_114,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056496838000,23_115,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056501843000,23_116,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056506847000,23_117,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056511866000,23_118,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056516960000,23_119,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056521966000,23_120,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056526979000,23_121,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056531982000,23_122,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056536988000,23_123,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056542001000,23_124,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056547002000,23_125,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056552009000,23_126,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056557017000,23_127,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056562030000,23_128,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056567056000,23_129,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056572075000,23_130,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056577089000,23_131,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056582125000,23_132,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056587146000,23_133,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056592149000,23_134,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056597205000,23_135,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056602206000,23_136,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056607228000,23_137,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056612246000,23_138,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056617288000,23_139,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056622308000,23_140,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056627341000,23_141,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056632364000,23_142,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056637368000,23_143,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056642406000,23_144,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056647409000,23_145,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056652427000,23_146,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056657457000,23_147,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056662470000,23_148,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056667506000,23_149,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056672538000,23_150,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056677542000,23_151,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056682653000,23_152,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056687685000,23_153,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056692691000,23_154,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056697693000,23_155,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056702756000,23_156,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056707773000,23_157,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056712774000,23_158,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056717786000,23_159,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056722792000,23_160,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056727796000,23_161,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692056732825000,23_162,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056737832000,23_163,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056742841000,23_164,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056747848000,23_165,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056752864000,23_166,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056757888000,23_167,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056762893000,23_168,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056767924000,23_169,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056772942000,23_170,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056777959000,23_171,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056782961000,23_172,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056787965000,23_173,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056793081000,23_174,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056798087000,23_175,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056803101000,23_176,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056808120000,23_177,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056847945000,23_178,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056852980000,23_179,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056857996000,23_180,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056863013000,23_181,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056868104000,23_182,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056873111000,23_183,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056878127000,23_184,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056883236000,23_185,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056888266000,23_186,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056893276000,23_187,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056898280000,23_188,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056903292000,23_189,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056908299000,23_190,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056913306000,23_191,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056918364000,23_192,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056923401000,23_193,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056928435000,23_194,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056933438000,23_195,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056938452000,23_196,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056943472000,23_197,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056948498000,23_198,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056953515000,23_199,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056958541000,23_200,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056963607000,23_201,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056968667000,23_202,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056973677000,23_203,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056978774000,23_204,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056983814000,23_205,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056988900000,23_206,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056993901000,23_207,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692056998911000,23_208,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692057003943000,23_209,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692057008991000,23_210,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692057013999000,23_211,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692057019001000,23_212,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692057024018000,23_213,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692057029033000,23_214,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692057034053000,23_215,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692057039083000,23_216,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692057044087000,23_217,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692057049103000,23_218,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692057054160000,23_219,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692057059190000,23_220,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692057064195000,23_221,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692057069197000,23_222,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692057074207000,23_223,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692057079209000,23_224,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692057084235000,23_225,cpu,aug12,25min,200,0,0,[],cpu_aug12_25min_200_0_graph_2.csv
1692057089247000,23_226,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692057094253000,23_227,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692057099258000,23_228,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692057104262000,23_229,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692057109284000,23_230,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692057114325000,23_231,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692057119343000,23_232,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692057124423000,23_233,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692057129565000,23_234,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692057134581000,23_235,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692057139592000,23_236,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692057144613000,23_237,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692057149627000,23_238,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692057154654000,23_239,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692057159664000,23_240,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692057164674000,23_241,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692057169720000,23_242,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692057174740000,23_243,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692057179770000,23_244,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692057184782000,23_245,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692057189807000,23_246,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692057194815000,23_247,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692057199865000,23_248,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692057204965000,23_249,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692057209981000,23_250,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692057215036000,23_251,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692057220042000,23_252,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692057225095000,23_253,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692057230099000,23_254,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692057235105000,23_255,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692057240110000,23_256,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692057245148000,23_257,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692057250173000,23_258,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692057255191000,23_259,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692057260198000,23_260,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
1692057265219000,23_261,cpu,aug12,25min,200,0,1,[],cpu_aug12_25min_200_0_graph_2.csv
